row_id,e164,category,truth_valid,truth_line_type,truth_carrier
F0146,+17477732117,F,false,,
F0147,+17256198977,F,false,,
F0148,+16567811753,F,false,,
F0149,+17637796819,F,false,,
F0150,+18315435267,F,false,,
F0151,+13376648479,F,false,,
F0152,+16897050341,F,false,,
F0153,+12764209384,F,false,,
F0154,+14329968137,F,false,,
F0155,+15723658509,F,false,,
F0156,+17636272689,F,false,,
F0157,+17383829489,F,false,,
F0158,+12357540211,F,false,,
F0159,+19299382289,F,false,,
F0160,+12795867700,F,false,,
F0161,+12794327314,F,false,,
F0162,+16849867383,F,false,,
F0163,+14576358354,F,false,,
F0164,+14259426200,F,false,,
F0165,+19716906822,F,false,,
F0166,+19137708304,F,false,,
F0167,+19246737161,F,false,,
F0168,+16818131749,F,false,,
F0169,+13518390338,F,false,,
F0170,+13503372739,F,false,,
F0171,+18397826554,F,false,,
F0172,+12793374833,F,false,,
F0173,+15722908285,F,false,,
F0174,+14787641079,F,false,,
F0175,+19848931729,F,false,,
F0176,+18588948995,F,false,,
F0177,+15319422953,F,false,,
F0178,+16843659027,F,false,,
F0179,+18724942951,F,false,,
F0180,+13079577888,F,false,,
F0181,+17295495572,F,false,,
F0182,+13319867904,F,false,,
F0183,+14649164902,F,false,,
F0184,+14838634517,F,false,,
F0185,+16604361429,F,false,,
F0186,+19755271921,F,false,,
F0187,+17255233042,F,false,,
F0188,+12347173245,F,false,,
F0189,+13637259076,F,false,,
F0190,+16798566135,F,false,,
F0191,+13395353546,F,false,,
F0192,+17266976116,F,false,,
F0193,+17549915170,F,false,,
F0194,+14718857373,F,false,,
F0195,+19434471930,F,false,,
F0196,+14357949700,F,false,,
F0197,+13263682571,F,false,,
F0198,+19069290296,F,false,,
F0199,+17483502181,F,false,,
F0200,+18405742490,F,false,,
F0201,+16238059550,F,false,,
F0202,+19755337310,F,false,,
F0203,+17797127280,F,false,,
F0204,+17628384952,F,false,,
F0205,+17293593532,F,false,,
F0206,+17258907197,F,false,,
F0207,+13635490725,F,false,,
F0208,+17479848731,F,false,,
F0209,+13572998573,F,false,,
F0210,+14095351168,F,false,,
F0211,+17726615886,F,false,,
F0212,+13532551448,F,false,,
F0213,+14786423019,F,false,,
F0214,+12258789989,F,false,,
F0215,+14713444528,F,false,,
F0216,+16409862287,F,false,,
F0217,+19527068640,F,false,,
F0218,+12189235615,F,false,,
F0219,+13324842045,F,false,,
F0220,+18576277798,F,false,,
F0221,+19387791393,F,false,,
F0222,+17746044247,F,false,,
F0223,+16862296506,F,false,,
F0224,+15346278663,F,false,,
F0225,+18408972707,F,false,,
F0226,+14643611827,F,false,,
F0227,+16247366723,F,false,,
F0228,+13166566577,F,false,,
F0229,+18209778458,F,false,,
F0230,+12207244654,F,false,,
F0231,+15516678485,F,false,,
F0232,+17388763749,F,false,,
F0233,+19832954909,F,false,,
F0234,+19528602096,F,false,,
F0235,+16829869494,F,false,,
F0236,+13805703305,F,false,,
F0237,+16518441100,F,false,,
F0238,+14837423847,F,false,,
F0239,+18394933538,F,false,,
F0240,+13638944978,F,false,,
F0241,+14368688198,F,false,,
F0242,+12273964605,F,false,,
F0243,+17639306996,F,false,,
F0244,+14717811201,F,false,,
F0245,+19759904979,F,false,,
F0246,+19846020481,F,false,,
F0247,+16454078248,F,false,,
F0248,+16078059488,F,false,,
F0249,+17256949736,F,false,,
F0250,+13393206202,F,false,,
F0251,+18614844015,F,false,,
F0252,+12629355855,F,false,,
F0253,+18614323489,F,false,,
F0254,+16702106839,F,false,,
F0255,+14304273850,F,false,,
F0256,+16704753674,F,false,,
F0257,+14308450827,F,false,,
F0258,+16214305718,F,false,,
F0259,+19869939925,F,false,,
F0260,+16866918151,F,false,,
F0261,+13326265380,F,false,,
F0262,+18617569218,F,false,,
F0263,+19289395309,F,false,,
F0264,+14583820021,F,false,,
F0265,+16568282320,F,false,,
F0266,+17479108754,F,false,,
F0267,+19459381653,F,false,,
F0268,+18354885220,F,false,,
F0269,+16826165674,F,false,,
F0270,+12793708668,F,false,,
F0271,+12203690371,F,false,,
F0272,+16843387700,F,false,,
F0273,+18627059194,F,false,,
F0274,+13269659722,F,false,,
F0275,+17264559799,F,false,,
F0276,+13249394275,F,false,,
F0277,+18587726015,F,false,,
F0278,+13696706141,F,false,,
F0279,+12608650752,F,false,,
F0280,+13275836317,F,false,,
F0281,+16079423106,F,false,,
F0282,+12726052387,F,false,,
F0283,+17544665238,F,false,,
F0284,+19756103777,F,false,,
F0285,+13807187221,F,false,,
F0286,+15829522204,F,false,,
F0287,+18596867470,F,false,,
F0288,+12835049887,F,false,,
F0289,+18106816867,F,false,,
F0290,+15319836987,F,false,,
F0291,+18389303808,F,false,,
F0292,+13248487814,F,false,,
F0293,+12354797105,F,false,,
F0294,+18655433002,F,false,,
F0295,+13413820692,F,false,,
F0296,+13803602205,F,false,,
F0297,+13249625292,F,false,,
F0298,+17296443271,F,false,,
F0299,+19855474321,F,false,,
F0300,+15829728352,F,false,,
F0301,+13638657661,F,false,,
F0302,+19834934678,F,false,,
F0303,+15648840998,F,false,,
F0304,+15314168655,F,false,,
F0305,+18486436794,F,false,,
F0306,+13292811583,F,false,,
F0307,+17292688092,F,false,,
F0308,+19367954242,F,false,,
F0309,+17639385802,F,false,,
F0310,+15049287613,F,false,,
F0311,+18215098224,F,false,,
F0312,+16566835790,F,false,,
F0313,+16368439659,F,false,,
F0314,+14713409321,F,false,,
F0315,+19487623644,F,false,,
F0316,+14249456977,F,false,,
F0317,+18636529088,F,false,,
F0318,+12347305725,F,false,,
F0319,+13699083883,F,false,,
F0320,+17268743339,F,false,,
F0321,+13414160017,F,false,,
F0322,+17385860216,F,false,,
F0323,+13325692985,F,false,,
F0324,+13269928964,F,false,,
F0325,+19846653919,F,false,,
F0326,+15628293921,F,false,,
F0327,+17758391852,F,false,,
F0328,+18395341741,F,false,,
F0329,+19079418542,F,false,,
F0330,+17315150462,F,false,,
F0331,+17438527306,F,false,,
F0332,+12277026688,F,false,,
F0333,+14578997366,F,false,,
F0334,+13085794554,F,false,,
F0335,+19397281183,F,false,,
F0336,+19156068806,F,false,,
F0337,+18206245240,F,false,,
F0338,+13078387987,F,false,,
F0339,+15746483242,F,false,,
F0340,+13208074601,F,false,,
F0341,+14307782026,F,false,,
F0342,+18354030751,F,false,,
F0343,+16806598441,F,false,,
F0344,+18598744505,F,false,,
F0345,+18356124648,F,false,,
F0346,+18377170463,F,false,,
F0347,+18579631727,F,false,,
F0348,+12286994496,F,false,,
F0349,+17306938590,F,false,,
F0350,+18614121876,F,false,,
G0001,+12015550100,G,false,,
G0002,+13125550101,G,false,,
G0003,+18325550102,G,false,,
G0004,+14125550103,G,false,,
G0005,+16025550104,G,false,,
G0006,+15125550105,G,false,,
G0007,+12165550106,G,false,,
G0008,+16805550107,G,false,,
G0009,+19315550108,G,false,,
G0010,+14045550109,G,false,,
G0011,+16025550110,G,false,,
G0012,+17165550111,G,false,,
G0013,+19365550112,G,false,,
G0014,+13375550113,G,false,,
G0015,+12125550114,G,false,,
G0016,+16125550115,G,false,,
G0017,+15025550116,G,false,,
G0018,+16505550117,G,false,,
G0019,+16155550118,G,false,,
G0020,+19375550119,G,false,,
G0021,+14195550120,G,false,,
G0022,+13075550121,G,false,,
G0023,+16575550122,G,false,,
G0024,+19165550123,G,false,,
G0025,+19495550124,G,false,,
G0026,+18575550125,G,false,,
G0027,+19175550126,G,false,,
G0028,+19805550127,G,false,,
G0029,+15185550128,G,false,,
G0030,+17015550129,G,false,,
G0031,+17865550130,G,false,,
G0032,+16035550131,G,false,,
G0033,+15595550132,G,false,,
G0034,+15825550133,G,false,,
G0035,+17655550134,G,false,,
G0036,+12675550135,G,false,,
G0037,+14135550136,G,false,,
G0038,+12195550137,G,false,,
G0039,+15405550138,G,false,,
G0040,+19015550139,G,false,,
G0041,+17815550140,G,false,,
G0042,+13125550141,G,false,,
G0043,+19145550142,G,false,,
G0044,+16085550143,G,false,,
G0045,+15075550144,G,false,,
G0046,+16085550145,G,false,,
G0047,+17175550146,G,false,,
G0048,+18045550147,G,false,,
G0049,+19345550148,G,false,,
G0050,+14355550149,G,false,,
G0051,+15405550150,G,false,,
G0052,+17315550151,G,false,,
G0053,+17175550152,G,false,,
G0054,+18035550153,G,false,,
G0055,+19285550154,G,false,,
G0056,+14125550155,G,false,,
G0057,+17285550156,G,false,,
G0058,+12155550157,G,false,,
G0059,+12295550158,G,false,,
G0060,+17325550159,G,false,,
G0061,+13465550160,G,false,,
G0062,+19095550161,G,false,,
G0063,+12185550162,G,false,,
G0064,+13025550163,G,false,,
G0065,+13105550164,G,false,,
G0066,+12705550165,G,false,,
G0067,+16575550166,G,false,,
G0068,+14475550167,G,false,,
G0069,+19895550168,G,false,,
G0070,+14135550169,G,false,,
G0071,+14245550170,G,false,,
G0072,+19085550171,G,false,,
G0073,+18435550172,G,false,,
G0074,+18455550173,G,false,,
G0075,+13135550174,G,false,,
G0076,+18135550175,G,false,,
G0077,+13035550176,G,false,,
G0078,+16165550177,G,false,,
G0079,+13475550178,G,false,,
G0080,+15855550179,G,false,,
G0081,+18035550180,G,false,,
G0082,+18025550181,G,false,,
G0083,+19415550182,G,false,,
G0084,+16605550183,G,false,,
G0085,+15805550184,G,false,,
G0086,+18085550185,G,false,,
G0087,+18085550186,G,false,,
G0088,+14095550187,G,false,,
G0089,+13415550188,G,false,,
G0090,+13325550189,G,false,,
G0091,+15405550190,G,false,,
G0092,+19105550191,G,false,,
G0093,+17065550192,G,false,,
G0094,+15085550193,G,false,,
G0095,+12095550194,G,false,,
G0096,+13105550195,G,false,,
G0097,+13525550196,G,false,,
G0098,+19085550197,G,false,,
G0099,+18105550198,G,false,,
G0100,+15635550199,G,false,,
G0101,+19195550100,G,false,,
G0102,+15405550101,G,false,,
G0103,+13095550102,G,false,,
G0104,+12705550103,G,false,,
G0105,+17605550104,G,false,,
G0106,+18025550105,G,false,,
G0107,+16155550106,G,false,,
G0108,+12145550107,G,false,,
G0109,+17075550108,G,false,,
G0110,+12105550109,G,false,,
G0111,+12315550110,G,false,,
G0112,+19845550111,G,false,,
G0113,+17045550112,G,false,,
G0114,+19795550113,G,false,,
G0115,+12185550114,G,false,,
G0116,+12695550115,G,false,,
G0117,+19285550116,G,false,,
G0118,+18315550117,G,false,,
G0119,+19285550118,G,false,,
G0120,+19295550119,G,false,,
G0121,+16815550120,G,false,,
G0122,+12035550121,G,false,,
G0123,+12535550122,G,false,,
G0124,+14155550123,G,false,,
G0125,+18705550124,G,false,,
H0001,+15910634434,H,false,,
H0002,+11825927919,H,false,,
H0003,+185394589687,H,false,,
H0004,+11332997152,H,false,,
H0005,+1329284324,H,false,,
H0006,+11477834003,H,false,,
H0007,+13620330261,H,false,,
H0008,+17905117152,H,false,,
H0009,+11895621758,H,false,,
H0010,+12440169933,H,false,,
H0011,+19160433529,H,false,,
H0012,+11111111111,H,false,,
H0013,+127954997983,H,false,,
H0014,+11097575840,H,false,,
H0015,+13333333333,H,false,,
H0016,+13011244895,H,false,,
H0017,+10000000000,H,false,,
H0018,+14844118267,H,false,,
H0019,+10144681936,H,false,,
H0020,+163534255767,H,false,,
H0021,+15555555555,H,false,,
H0022,+166726677895,H,false,,
H0023,+11729062287,H,false,,
H0024,+11855528312,H,false,,
H0025,+15681002872,H,false,,
H0026,+1664489736,H,false,,
H0027,+194232479653,H,false,,
H0028,+12470376345,H,false,,
H0029,+15505115668,H,false,,
H0030,+16081433823,H,false,,
H0031,+157639337423,H,false,,
H0032,+14479116374,H,false,,
H0033,+18551881520,H,false,,
H0034,+10825647254,H,false,,
H0035,+12270814148,H,false,,
H0036,+1453782239,H,false,,
H0037,+11588805434,H,false,,
H0038,+14007112146,H,false,,
H0039,+11597214001,H,false,,
H0040,+1882395782,H,false,,
H0041,+167279326479,H,false,,
H0042,+11463226040,H,false,,
H0043,+1576622434,H,false,,
H0044,+144645479693,H,false,,
H0045,+15621091110,H,false,,
H0046,+13860773920,H,false,,
H0047,+15491212913,H,false,,
H0048,+1652794365,H,false,,
H0049,+1675535637,H,false,,
H0050,+14873113685,H,false,,
H0051,+1669566649,H,false,,
H0052,+11879280008,H,false,,
H0053,+12291637651,H,false,,
H0054,+19416114249,H,false,,
H0055,+10002761392,H,false,,
H0056,+15931330925,H,false,,
H0057,+19999999999,H,false,,
H0058,+10949149448,H,false,,
H0059,+1728465332,H,false,,
H0060,+13025112855,H,false,,
H0061,+15119116531,H,false,,
H0062,+17510416850,H,false,,
H0063,+12530171485,H,false,,
H0064,+1565656892,H,false,,
H0065,+195976344823,H,false,,
H0066,+11937025385,H,false,,
H0067,+10027952577,H,false,,
H0068,+13494111700,H,false,,
H0069,+12222222222,H,false,,
H0070,+1993664456,H,false,,
H0071,+13832115096,H,false,,
H0072,+15823114994,H,false,,
H0073,+10784009080,H,false,,
H0074,+183342295537,H,false,,
H0075,+16885117225,H,false,,
H0076,+158945592472,H,false,,
H0077,+1947554574,H,false,,
H0078,+133236943525,H,false,,
H0079,+149959228247,H,false,,
H0080,+184482483949,H,false,,
H0081,+162943564537,H,false,,
H0082,+18256118298,H,false,,
H0083,+10053666152,H,false,,
H0084,+166482577234,H,false,,
H0085,+14600491342,H,false,,
H0086,+18888888888,H,false,,
H0087,+1426395336,H,false,,
H0088,+1435855948,H,false,,
H0089,+10128467551,H,false,,
H0090,+19927114789,H,false,,
H0091,+1354724556,H,false,,
H0092,+163598658456,H,false,,
H0093,+166842737667,H,false,,
H0094,+1454927695,H,false,,
H0095,+186859483672,H,false,,
H0096,+1294288726,H,false,,
H0097,+169486722484,H,false,,
H0098,+16666666666,H,false,,
H0099,+13072115503,H,false,,
H0100,+1667363842,H,false,,
H0101,+1748253633,H,false,,
H0102,+16051132812,H,false,,
H0103,+10214310680,H,false,,
H0104,+192793542363,H,false,,
H0105,+16781749608,H,false,,
H0106,+1686633235,H,false,,
H0107,+10385902729,H,false,,
H0108,+16816114278,H,false,,
H0109,+188346678232,H,false,,
H0110,+1842974753,H,false,,
H0111,+17941609091,H,false,,
H0112,+15131736620,H,false,,
H0113,+19866113141,H,false,,
H0114,+13330344324,H,false,,
H0115,+174252478998,H,false,,
H0116,+147822782965,H,false,,
H0117,+15537116656,H,false,,
H0118,+12930049071,H,false,,
H0119,+11827703354,H,false,,
H0120,+1632233643,H,false,,
H0121,+152725249726,H,false,,
H0122,+18484112829,H,false,,
H0123,+10239794360,H,false,,
H0124,+1894565393,H,false,,
H0125,+134842958683,H,false,,
H0126,+19791075129,H,false,,
H0127,+163893385287,H,false,,
H0128,+1777765943,H,false,,
H0129,+1546349969,H,false,,
H0130,+1925263422,H,false,,
H0131,+11935023517,H,false,,
H0132,+1773348647,H,false,,
H0133,+12306110430,H,false,,
H0134,+11772373297,H,false,,
H0135,+1222429634,H,false,,
H0136,+14444444444,H,false,,
H0137,+16924114701,H,false,,
H0138,+17777777777,H,false,,
H0139,+11084486536,H,false,,
H0140,+184668777948,H,false,,
H0141,+15484119538,H,false,,
H0142,+14120214610,H,false,,
H0143,+16930856599,H,false,,
H0144,+12147115822,H,false,,
H0145,+14401692332,H,false,,
H0146,+19215110550,H,false,,
H0147,+11203065447,H,false,,
H0148,+14113119044,H,false,,
H0149,+18403117651,H,false,,
H0150,+17146114492,H,false,,
I0001,+18305083874,I,true,,
I0002,+16203233270,I,true,,
I0003,+18584032255,I,true,,
I0004,+18305916981,I,true,,
I0005,+17757721512,I,true,,
I0006,+16107896556,I,true,,
I0007,+16195162939,I,true,,
I0008,+12137251405,I,true,,
I0009,+15612378329,I,true,,
I0010,+12125781911,I,true,,
I0011,+12679735283,I,true,,
I0012,+12724099044,I,true,,
I0013,+12525340190,I,true,,
I0014,+17864024956,I,true,,
I0015,+19185986999,I,true,,
I0016,+18028473414,I,true,,
I0017,+18185560067,I,true,,
I0018,+16784444265,I,true,,
I0019,+12084196924,I,true,,
I0020,+13256495610,I,true,,
I0021,+14088760106,I,true,,
I0022,+13855870832,I,true,,
I0023,+18657732737,I,true,,
I0024,+13606499053,I,true,,
I0025,+16109716799,I,true,,
I0026,+12144522806,I,true,,
I0027,+19714093897,I,true,,
I0028,+16074612604,I,true,,
I0029,+17745449349,I,true,,
I0030,+12315835814,I,true,,
I0031,+19702822921,I,true,,
I0032,+17347024947,I,true,,
I0033,+17719994406,I,true,,
I0034,+17477457171,I,true,,
I0035,+19184970630,I,true,,
I0036,+17693292701,I,true,,
I0037,+16232046748,I,true,,
I0038,+12394094788,I,true,,
I0039,+17193753259,I,true,,
I0040,+17013621198,I,true,,
I0041,+19392950822,I,true,,
I0042,+12202417548,I,true,,
I0043,+18322899334,I,true,,
I0044,+18622450300,I,true,,
I0045,+14108467716,I,true,,
I0046,+15739121060,I,true,,
I0047,+14754190527,I,true,,
I0048,+12299889245,I,true,,
I0049,+15075376214,I,true,,
I0050,+14434363403,I,true,,
I0051,+12037309530,I,true,,
I0052,+19062030713,I,true,,
I0053,+13252470963,I,true,,
I0054,+14406538003,I,true,,
I0055,+18123725765,I,true,,
I0056,+18055220661,I,true,,
I0057,+12082796926,I,true,,
I0058,+12144655720,I,true,,
I0059,+16033095460,I,true,,
I0060,+19189541317,I,true,,
I0061,+19382843149,I,true,,
I0062,+17793515267,I,true,,
I0063,+19804256185,I,true,,
I0064,+14193282621,I,true,,
I0065,+13613025858,I,true,,
I0066,+12394729876,I,true,,
I0067,+17178787021,I,true,,
I0068,+17632435727,I,true,,
I0069,+15059305855,I,true,,
I0070,+12673340894,I,true,,
I0071,+14148076393,I,true,,
I0072,+17076948735,I,true,,
I0073,+16676464799,I,true,,
I0074,+13204149168,I,true,,
I0075,+19517965686,I,true,,
I0076,+17024890057,I,true,,
I0077,+15072803778,I,true,,
I0078,+16572540342,I,true,,
I0079,+18055762249,I,true,,
I0080,+18392998027,I,true,,
I0081,+17135146662,I,true,,
I0082,+19253088285,I,true,,
I0083,+18323337628,I,true,,
I0084,+12053853978,I,true,,
I0085,+16108573708,I,true,,
I0086,+14632035722,I,true,,
I0087,+13018273538,I,true,,
I0088,+19389021575,I,true,,
I0089,+18473251382,I,true,,
I0090,+14106842981,I,true,,
I0091,+13303011226,I,true,,
I0092,+12603168743,I,true,,
I0093,+15408756423,I,true,,
I0094,+19728685842,I,true,,
I0095,+12166286640,I,true,,
I0096,+16155353751,I,true,,
I0097,+17654758608,I,true,,
I0098,+16264888895,I,true,,
I0099,+17185348218,I,true,,
I0100,+13162202038,I,true,,
I0101,+18609283839,I,true,,
I0102,+16193388057,I,true,,
I0103,+15708276023,I,true,,
I0104,+12486056645,I,true,,
I0105,+17732402201,I,true,,
I0106,+14064643911,I,true,,
I0107,+16035884006,I,true,,
I0108,+19099399103,I,true,,
I0109,+19294003320,I,true,,
I0110,+18455877603,I,true,,
I0111,+17575082446,I,true,,
I0112,+12136650618,I,true,,
I0113,+19549555340,I,true,,
I0114,+18644224786,I,true,,
I0115,+16672847733,I,true,,
I0116,+16087038642,I,true,,
I0117,+15712164175,I,true,,
I0118,+19073348999,I,true,,
I0119,+13043274551,I,true,,
I0120,+12139046676,I,true,,
I0121,+15405770929,I,true,,
I0122,+16182636554,I,true,,
I0123,+17163008392,I,true,,
I0124,+17137399270,I,true,,
I0125,+15132760170,I,true,,
I0126,+17692330890,I,true,,
I0127,+14105029176,I,true,,
I0128,+19378680052,I,true,,
I0129,+13322406730,I,true,,
I0130,+15024554491,I,true,,
I0131,+16095606449,I,true,,
I0132,+17068998509,I,true,,
I0133,+19074321998,I,true,,
I0134,+14403451810,I,true,,
I0135,+13194704964,I,true,,
I0136,+17196364669,I,true,,
I0137,+13523309169,I,true,,
I0138,+15392376651,I,true,,
I0139,+15617592226,I,true,,
I0140,+19043021551,I,true,,
I0141,+16164013213,I,true,,
I0142,+18139945806,I,true,,
I0143,+15106318857,I,true,,
I0144,+12174564251,I,true,,
I0145,+12563492813,I,true,,
I0146,+16626288405,I,true,,
I0147,+13044329094,I,true,,
I0148,+14022465199,I,true,,
I0149,+18146721686,I,true,,
I0150,+15737904019,I,true,,
I0151,+15184048076,I,true,,
I0152,+12703840920,I,true,,
I0153,+12143818846,I,true,,
I0154,+19544249680,I,true,,
I0155,+19173085858,I,true,,
